price,volume,side
92035.9,9.854,bid
92035.4,0.001,bid
92035.2,0.405,bid
92035.0,0.001,bid
92034.1,0.386,bid
92033.8,0.545,bid
92032.9,0.016,bid
92032.8,0.001,bid
92032.4,0.016,bid
92032.3,0.028,bid
92032.2,0.016,bid
92032.1,0.011,bid
92032.0,0.104,bid
92031.8,0.022,bid
92031.4,0.001,bid
92031.3,0.016,bid
92031.2,0.044,bid
92030.7,0.001,bid
92030.5,0.017,bid
92030.4,0.016,bid
92030.3,0.016,bid
92029.9,10.405,bid
92029.8,0.016,bid
92029.6,0.017,bid
92029.5,0.032,bid
92029.3,0.016,bid
92029.1,0.032,bid
92029.0,0.016,bid
92028.9,0.016,bid
92028.7,0.169,bid
92028.6,0.001,bid
92028.5,0.016,bid
92028.2,0.271,bid
92028.1,0.016,bid
92028.0,0.109,bid
92027.9,0.016,bid
92027.7,0.001,bid
92027.2,0.016,bid
92027.1,0.016,bid
92026.9,0.016,bid
92026.8,0.049,bid
92026.7,0.097,bid
92026.6,0.001,bid
92026.5,0.016,bid
92026.0,0.001,bid
92025.9,0.406,bid
92025.3,0.054,bid
92025.2,0.766,bid
92025.0,0.001,bid
92024.8,0.044,bid
92024.3,0.054,bid
92024.2,0.054,bid
92024.1,0.001,bid
92024.0,0.093,bid
92023.5,0.017,bid
92023.3,0.043,bid
92023.2,0.017,bid
92023.1,0.032,bid
92022.8,0.373,bid
92022.7,0.016,bid
92022.6,0.016,bid
92022.3,0.001,bid
92021.9,0.28,bid
92021.4,0.032,bid
92021.3,0.018,bid
92021.2,0.125,bid
92021.0,0.041,bid
92020.9,0.016,bid
92020.7,0.054,bid
92020.5,0.011,bid
92020.4,0.213,bid
92020.2,0.203,bid
92020.0,0.093,bid
92019.8,0.016,bid
92019.6,0.124,bid
92019.5,0.071,bid
92019.4,0.203,bid
92019.3,0.382,bid
92019.2,0.016,bid
92019.1,0.016,bid
92019.0,0.016,bid
92018.7,0.033,bid
92018.6,0.001,bid
92018.4,0.45,bid
92018.1,1.114,bid
92018.0,0.076,bid
92017.9,12.516,bid
92017.8,0.118,bid
92017.7,0.015,bid
92017.5,0.054,bid
92017.3,0.065,bid
92016.8,0.078,bid
92016.6,0.15,bid
92016.5,0.766,bid
92016.4,0.405,bid
92016.3,1.38,bid
92016.0,0.093,bid
92015.9,0.001,bid
92015.6,0.044,bid
92015.3,0.001,bid
92015.1,0.066,bid
92015.0,0.059,bid
92014.9,0.005,bid
92014.2,0.034,bid
92014.0,0.584,bid
92013.7,0.76,bid
92013.6,0.705,bid
92013.3,0.059,bid
92013.2,0.082,bid
92012.8,0.044,bid
92012.7,0.164,bid
92012.5,0.405,bid
92012.3,0.63,bid
92012.2,0.001,bid
92012.1,0.048,bid
92012.0,0.137,bid
92011.9,0.022,bid
92011.8,0.111,bid
92011.7,0.06,bid
92011.4,0.005,bid
92011.0,0.025,bid
92010.7,0.131,bid
92010.5,0.012,bid
92010.4,0.001,bid
92010.3,0.149,bid
92010.2,0.149,bid
92009.8,1.092,bid
92009.4,0.149,bid
92009.3,0.619,bid
92009.0,0.765,bid
92008.9,0.556,bid
92008.8,0.25,bid
92008.7,0.01,bid
92008.6,0.001,bid
92008.3,0.216,bid
92008.0,0.093,bid
92007.8,0.002,bid
92007.7,0.012,bid
92007.5,0.149,bid
92007.2,0.001,bid
92006.8,0.507,bid
92006.7,0.001,bid
92006.5,0.082,bid
92006.4,0.227,bid
92005.4,0.23,bid
92005.3,0.004,bid
92005.1,0.112,bid
92004.9,0.002,bid
92004.7,0.149,bid
92004.6,0.583,bid
92004.4,0.113,bid
92004.3,0.177,bid
92004.2,0.556,bid
92004.1,1.256,bid
92004.0,0.009,bid
92003.8,0.177,bid
92003.7,0.009,bid
92003.6,0.096,bid
92003.2,0.001,bid
92003.1,0.767,bid
92002.9,0.001,bid
92002.8,0.152,bid
92002.7,0.328,bid
92002.6,0.21,bid
92002.5,0.002,bid
92002.2,0.405,bid
