price,volume,side
96440.0,0.193,bid
96439.5,0.001,bid
96438.8,0.001,bid
96438.5,0.001,bid
96437.9,0.01,bid
96437.6,0.001,bid
96437.4,0.367,bid
96437.3,1.166,bid
96437.2,0.058,bid
96436.7,0.614,bid
96436.6,0.001,bid
96436.5,0.019,bid
96436.0,0.093,bid
96435.8,0.008,bid
96435.7,0.181,bid
96435.6,0.28,bid
96434.8,0.18,bid
96434.7,0.001,bid
96434.6,0.016,bid
96434.2,0.003,bid
96433.7,0.001,bid
96433.0,0.001,bid
96432.8,0.003,bid
96432.7,0.252,bid
96432.5,0.014,bid
96432.0,0.136,bid
96431.9,0.571,bid
96431.8,0.001,bid
96431.5,0.001,bid
96431.2,0.002,bid
96431.1,0.723,bid
96430.9,0.002,bid
96430.8,0.126,bid
96429.9,0.001,bid
96429.8,0.01,bid
96429.7,0.1,bid
96429.6,0.1,bid
96429.3,0.571,bid
96428.9,0.101,bid
96428.7,0.076,bid
96428.6,0.01,bid
96428.5,0.042,bid
96428.0,0.136,bid
96427.9,0.086,bid
96427.8,0.2,bid
96427.7,0.001,bid
96427.5,0.016,bid
96427.4,0.142,bid
96427.3,0.603,bid
96427.2,1.334,bid
96427.1,0.112,bid
96427.0,0.129,bid
96426.9,0.097,bid
96426.8,0.635,bid
96426.7,0.112,bid
96426.6,0.096,bid
96426.5,0.016,bid
96426.4,0.016,bid
96426.3,0.016,bid
96426.2,0.051,bid
96426.1,0.004,bid
96425.8,0.006,bid
96425.7,0.001,bid
96425.5,0.01,bid
96425.4,0.016,bid
96425.3,0.01,bid
96425.2,0.03,bid
96425.1,1.206,bid
96425.0,0.042,bid
96424.8,0.623,bid
96424.6,0.204,bid
96424.3,0.055,bid
96424.2,0.104,bid
96424.1,0.001,bid
96424.0,0.79,bid
96423.8,0.073,bid
96423.7,0.052,bid
96423.1,0.502,bid
96422.9,0.093,bid
96422.5,0.052,bid
96422.4,0.073,bid
96422.3,1.618,bid
96422.2,0.156,bid
96422.0,0.726,bid
96421.9,0.052,bid
96421.8,0.122,bid
96421.6,0.115,bid
96421.4,0.052,bid
96421.1,0.052,bid
96421.0,0.021,bid
96420.9,0.052,bid
96420.8,0.058,bid
96420.7,0.024,bid
96420.6,0.269,bid
96420.5,0.016,bid
96420.4,0.032,bid
96420.3,0.1,bid
96420.2,0.144,bid
96420.1,0.117,bid
96420.0,0.257,bid
96419.9,0.587,bid
96419.8,0.096,bid
96419.7,0.636,bid
96419.6,0.148,bid
96419.5,0.064,bid
96419.4,0.064,bid
96419.3,0.055,bid
96419.2,1.055,bid
96419.1,0.032,bid
96419.0,0.116,bid
96418.9,0.048,bid
96418.8,0.032,bid
96418.7,0.068,bid
96418.6,0.068,bid
96418.4,0.001,bid
96418.2,0.052,bid
96418.0,0.044,bid
96417.7,0.052,bid
96417.5,0.129,bid
96417.4,2.01,bid
96417.2,0.126,bid
96417.1,0.19,bid
96417.0,0.576,bid
96416.8,0.005,bid
96416.3,0.006,bid
96416.2,0.603,bid
