price,volume,side
92897.2,0.053,bid
92897.1,0.002,bid
92897.0,0.015,bid
92896.9,0.03,bid
92896.8,0.001,bid
92896.7,2.838,bid
92896.6,0.147,bid
92896.5,0.04,bid
92896.3,0.147,bid
92896.2,0.147,bid
92896.1,0.012,bid
92896.0,0.02,bid
92895.9,0.006,bid
92895.8,0.003,bid
92895.5,0.067,bid
92895.4,0.196,bid
92895.2,0.043,bid
92895.0,0.982,bid
92894.8,0.218,bid
92894.7,0.008,bid
92894.2,0.01,bid
92894.0,0.461,bid
92893.9,0.768,bid
92893.8,0.108,bid
92893.7,0.001,bid
92893.2,0.445,bid
92893.0,0.147,bid
92892.9,0.002,bid
92892.8,0.202,bid
92892.7,0.064,bid
92892.5,0.001,bid
92892.4,0.105,bid
92892.3,0.05,bid
92892.1,0.041,bid
92892.0,0.042,bid
92891.9,0.073,bid
92891.8,0.036,bid
92891.7,0.073,bid
92891.5,0.18,bid
92891.4,0.003,bid
92891.3,0.431,bid
92891.0,0.02,bid
92890.9,0.01,bid
92890.8,0.056,bid
92890.7,0.08,bid
92890.5,0.003,bid
92890.4,0.009,bid
92890.3,1.267,bid
92890.1,0.001,bid
92890.0,0.139,bid
92889.5,0.358,bid
92889.4,0.001,bid
92889.3,0.466,bid
92889.2,0.163,bid
92889.1,0.108,bid
92889.0,0.04,bid
92888.8,0.2,bid
92888.7,0.001,bid
92888.6,0.055,bid
92888.5,0.445,bid
92888.4,0.006,bid
92888.3,0.005,bid
92888.0,0.085,bid
92887.9,0.162,bid
92887.7,0.01,bid
92887.6,0.765,bid
92887.5,0.019,bid
92887.4,0.022,bid
92887.3,0.002,bid
92928.5,2.972,ask
92929.8,0.011,ask
92930.6,0.001,ask
92931.0,0.009,ask
92931.5,0.001,ask
92931.9,0.042,ask
92932.0,0.106,ask
92932.5,0.001,ask
92932.7,0.028,ask
92933.0,0.001,ask
92933.1,0.001,ask
92933.4,0.001,ask
92933.6,0.043,ask
92933.7,0.119,ask
92933.8,0.103,ask
92934.0,0.065,ask
92934.3,0.001,ask
92934.9,0.095,ask
92935.3,0.001,ask
92936.0,0.106,ask
92936.2,0.001,ask
92936.3,0.011,ask
92936.6,0.01,ask
92937.1,0.001,ask
92937.2,0.006,ask
92937.3,0.003,ask
92937.6,0.004,ask
92937.8,0.003,ask
92938.1,0.196,ask
92938.2,0.196,ask
92938.3,1.075,ask
92938.4,1.517,ask
92938.7,0.018,ask
92938.8,0.054,ask
92939.0,0.001,ask
92939.1,0.016,ask
92939.2,0.02,ask
92939.3,0.037,ask
92939.4,0.147,ask
92939.5,0.155,ask
92939.6,0.183,ask
92939.7,0.001,ask
92939.8,0.352,ask
92939.9,0.177,ask
92940.0,0.873,ask
92940.1,0.096,ask
92940.3,0.176,ask
92940.4,0.08,ask
92940.5,0.123,ask
92940.8,0.033,ask
92940.9,0.016,ask
92941.0,0.032,ask
92941.1,0.004,ask
92941.2,0.001,ask
92941.3,0.227,ask
92941.4,0.182,ask
92941.5,0.395,ask
92941.6,0.136,ask
92941.8,0.284,ask
92941.9,0.12,ask
92942.0,0.086,ask
92942.1,0.096,ask
92942.3,0.107,ask
92942.4,0.253,ask
92942.5,2.087,ask
92942.6,0.13,ask
92942.7,0.057,ask
92942.8,0.108,ask
92942.9,0.054,ask
92943.0,0.005,ask
92943.6,0.355,ask
92943.7,0.108,ask
92943.8,0.186,ask
92943.9,0.016,ask
92944.0,0.07,ask
92944.1,0.005,ask
92944.2,0.022,ask
92944.3,0.123,ask
92944.4,1.139,ask
92944.5,0.16,ask
92944.6,0.199,ask
92944.7,0.043,ask
92944.8,0.31,ask
92944.9,0.128,ask
92945.0,0.08,ask
92945.1,0.217,ask
92945.2,0.05,ask
92945.3,0.278,ask
92945.4,0.016,ask
92945.5,0.081,ask
92945.6,0.051,ask
92945.8,0.048,ask
92945.9,0.256,ask
