date,open,high,low,close,volume,y,coef,upper_band,lower_band,band_dist,extrema,last_min_peak,last_max_peak,h_dist,l_dist,h_ratio,l_ratio,l_h_ratio,l_l_ratio,last_max,last_min,second_last_max,second_last_min,enter_tag,enter_long,enter_short
2024-11-21 04:45:00+00:00,96775.0,96855.0,96649.1,96758.3,649.433,96876.10705308126,1.1321309186748905,97577.16007916623,96155.851434936,1421.3086442302301,0,97637.2,98240.0,0.0,0.0,0.0,0.0,-1.1147754283827715,0.5436708607624179,98137.5,97767.2,98119.7,97431.3,,,
2024-11-21 04:46:00+00:00,96758.3,96774.3,96632.0,96650.2,161.685,96877.23918399993,1.1321309186748905,97578.29221008491,96156.98356585468,1421.3086442302301,-1,97637.2,98240.0,0.0,-475.0164341453201,0.0,-0.3342106136296563,-1.1147754283827715,0.5436708607624179,98137.5,97767.2,98119.7,97431.3,,,
2024-11-21 04:47:00+00:00,96650.2,96730.0,96636.2,96729.9,64.539,96878.37131491861,1.1321309186748905,97579.42434100359,96158.11569677336,1421.3086442302301,0,97637.2,98240.0,0.0,0.0,0.0,0.0,-1.1147754283827715,0.5436708607624179,98137.5,97767.2,98119.7,97431.3,,,
2024-11-21 04:48:00+00:00,96729.9,96863.6,96729.9,96858.8,102.947,96879.50344583728,1.1321309186748905,97580.55647192226,96159.24782769203,1421.3086442302301,0,97637.2,98240.0,0.0,0.0,0.0,0.0,-1.1147754283827715,0.5436708607624179,98137.5,97767.2,98119.7,97431.3,,,
2024-11-21 04:49:00+00:00,96858.8,96909.7,96796.8,96849.3,212.923,96880.63557675596,1.1321309186748905,97581.68860284094,96160.3799586107,1421.3086442302301,0,97637.2,98240.0,0.0,0.0,0.0,0.0,-1.1147754283827715,0.5436708607624179,98137.5,97767.2,98119.7,97431.3,,,
2024-11-21 04:50:00+00:00,96849.3,96958.6,96849.3,96934.1,156.186,96881.76770767463,1.1321309186748905,97582.82073375961,96161.51208952938,1421.3086442302301,0,97637.2,98240.0,0.0,0.0,0.0,0.0,-1.1147754283827715,0.5436708607624179,98137.5,97767.2,98119.7,97431.3,,,
2024-11-21 04:51:00+00:00,96934.1,96982.6,96900.0,96900.0,120.53,96882.89983859331,1.1321309186748905,97583.95286467829,96162.64422044806,1421.3086442302301,0,97637.2,98240.0,0.0,0.0,0.0,0.0,-1.1147754283827715,0.5436708607624179,98137.5,97767.2,98119.7,97431.3,,,
2024-11-21 04:52:00+00:00,96900.0,97131.5,96888.0,97066.3,261.507,96884.03196951198,1.1321309186748905,97585.08499559696,96163.77635136673,1421.3086442302301,0,97637.2,98240.0,0.0,0.0,0.0,0.0,-1.1147754283827715,0.5436708607624179,98137.5,97767.2,98119.7,97431.3,,,
2024-11-21 04:53:00+00:00,97066.3,97074.6,96909.9,96923.9,138.959,96885.16410043066,1.1321309186748905,97586.21712651564,96164.9084822854,1421.3086442302301,0,97637.2,98240.0,0.0,0.0,0.0,0.0,-1.1147754283827715,0.5436708607624179,98137.5,97767.2,98119.7,97431.3,,,
2024-11-21 04:54:00+00:00,96923.9,97000.0,96869.9,96981.5,109.107,96886.29623134933,1.1321309186748905,97587.34925743431,96166.04061320408,1421.3086442302301,0,97637.2,98240.0,0.0,0.0,0.0,0.0,-1.1147754283827715,0.5436708607624179,98137.5,97767.2,98119.7,97431.3,,,
2024-11-21 04:55:00+00:00,96981.5,97399.9,96977.6,97362.5,1017.982,96887.42836226801,1.1321309186748905,97588.48138835299,96167.17274412276,1421.3086442302301,0,97637.2,98240.0,0.0,0.0,0.0,0.0,-1.1147754283827715,0.5436708607624179,98137.5,97767.2,98119.7,97431.3,,,
2024-11-21 04:56:00+00:00,97362.5,97772.1,97250.3,97670.2,2092.1,96888.56049318668,1.1321309186748905,97589.61351927166,96168.30487504143,1421.3086442302301,0,97637.2,98240.0,0.0,0.0,0.0,0.0,-1.1147754283827715,0.5436708607624179,98137.5,97767.2,98119.7,97431.3,,,
2024-11-21 04:57:00+00:00,97670.2,97872.3,97468.7,97582.3,818.152,96889.69262410536,1.1321309186748905,97590.74565019034,96169.4370059601,1421.3086442302301,1,97637.2,98240.0,281.55434980966675,0.0,0.19809515051683543,0.0,-1.1147754283827715,0.5436708607624179,98137.5,97767.2,98119.7,97431.3,,,
2024-11-21 04:58:00+00:00,97582.3,97630.2,97452.9,97460.0,308.033,96890.82475502403,1.1321309186748905,97591.87778110901,96170.56913687878,1421.3086442302301,0,97637.2,98240.0,0.0,0.0,0.0,0.0,-1.1147754283827715,0.5436708607624179,98137.5,97767.2,98119.7,97431.3,,,
2024-11-21 04:59:00+00:00,97460.0,97665.2,97455.3,97665.2,396.686,96891.95688594271,1.1321309186748905,97593.00991202769,96171.70126779746,1421.3086442302301,0,97637.2,98240.0,0.0,0.0,0.0,0.0,-1.1147754283827715,0.5436708607624179,98137.5,97767.2,98119.7,97431.3,,,
2024-11-21 05:00:00+00:00,97665.2,97665.2,97462.5,97498.0,322.018,96893.08901686138,1.1321309186748905,97594.14204294636,96172.83339871613,1421.3086442302301,0,97637.2,98240.0,0.0,0.0,0.0,0.0,-1.1147754283827715,0.5436708607624179,98137.5,97767.2,98119.7,97431.3,,,
2024-11-21 05:01:00+00:00,97498.0,97589.7,97440.7,97485.5,253.374,96894.22114778006,1.1321309186748905,97595.27417386504,96173.9655296348,1421.3086442302301,0,97637.2,98240.0,0.0,0.0,0.0,0.0,-1.1147754283827715,0.5436708607624179,98137.5,97767.2,98119.7,97431.3,,,
2024-11-21 05:02:00+00:00,97485.5,97547.0,97307.6,97338.7,336.555,96895.35327869873,1.1321309186748905,97596.40630478371,96175.09766055348,1421.3086442302301,0,97637.2,98240.0,0.0,0.0,0.0,0.0,-1.1147754283827715,0.5436708607624179,98137.5,97767.2,98119.7,97431.3,,,
2024-11-21 05:03:00+00:00,97338.7,97449.3,97304.9,97352.0,153.953,96896.48540961741,1.1321309186748905,97597.53843570239,96176.22979147216,1421.3086442302301,-1,97637.2,98240.0,0.0,-1128.6702085278375,0.0,-0.794106342144367,-1.1147754283827715,0.5436708607624179,98137.5,97767.2,98119.7,97431.3,,,
2024-11-21 05:04:00+00:00,97352.0,97440.2,97320.0,97430.1,225.128,96897.61754053608,1.1321309186748905,97598.67056662106,96177.36192239083,1421.3086442302301,0,97637.2,98240.0,0.0,0.0,0.0,0.0,-1.1147754283827715,0.5436708607624179,98137.5,97767.2,98119.7,97431.3,,,
2024-11-21 05:05:00+00:00,97430.1,97681.3,97420.0,97612.0,288.363,96898.74967145476,1.1321309186748905,97599.80269753974,96178.4940533095,1421.3086442302301,1,97637.2,98240.0,81.49730246026593,0.0,0.057339623445690255,0.0,-1.1147754283827715,0.5436708607624179,98137.5,97767.2,98119.7,97431.3,,,
